6.208212339909818134e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.206843085174300612e+00 0.000000000000000000e+00 5.659634342970211451e-02
6.202751501143747070e+00 0.000000000000000000e+00 1.126922199110424322e-01
6.195975719950109983e+00 0.000000000000000000e+00 1.678885326898862385e-01
6.186552418255415020e+00 0.000000000000000000e+00 2.219461910766140633e-01
6.174499011993707320e+00 0.000000000000000000e+00 2.747775415484360884e-01
6.159819027810860881e+00 0.000000000000000000e+00 3.263748751410059379e-01
6.142535199082606034e+00 0.000000000000000000e+00 3.767072887604738241e-01
6.122736755533470188e+00 0.000000000000000000e+00 4.256309197038420922e-01
6.100614759426501443e+00 0.000000000000000000e+00 4.728521907046984718e-01
6.076460546618008607e+00 0.000000000000000000e+00 5.179614490190412868e-01
6.050618665743090041e+00 0.000000000000000000e+00 5.605246657343960770e-01
6.023410037279838924e+00 0.000000000000000000e+00 6.001962459551427598e-01
5.995060865436997233e+00 0.000000000000000000e+00 6.368068803914119780e-01
5.965676465044462695e+00 0.000000000000000000e+00 6.703905718552600757e-01
5.935282139507258137e+00 0.000000000000000000e+00 7.011401559502092873e-01
5.903921464854234635e+00 0.000000000000000000e+00 7.293101514695217169e-01
5.871770197317697892e+00 0.000000000000000000e+00 7.551071723712986516e-01
5.839208020591562409e+00 0.000000000000000000e+00 7.786124167590280365e-01
5.806800980104370069e+00 0.000000000000000000e+00 7.997661639072681794e-01
5.775183318601127880e+00 0.000000000000000000e+00 8.184169658887540111e-01
5.744874621838052420e+00 0.000000000000000000e+00 8.344098703470512746e-01
5.716105674949527149e+00 0.000000000000000000e+00 8.476706122215876826e-01
5.688735347537829945e+00 0.000000000000000000e+00 8.582437832486708995e-01
5.662313511569761815e+00 0.000000000000000000e+00 8.662623657059191906e-01
5.636289563951460302e+00 0.000000000000000000e+00 8.718558961924062212e-01
5.610304090957225931e+00 0.000000000000000000e+00 8.750326418057715605e-01
5.584458855000731248e+00 0.000000000000000000e+00 8.755857978433184696e-01
5.559457319627815863e+00 0.000000000000000000e+00 8.730684264638086667e-01
5.536548459081329199e+00 0.000000000000000000e+00 8.668581319225155957e-01
5.517276517276842540e+00 0.000000000000000000e+00 8.562991371453635425e-01
5.503111632488182359e+00 0.000000000000000000e+00 8.408791945328182305e-01
5.495081892079652697e+00 0.000000000000000000e+00 8.203832649608331362e-01
5.493527781874924187e+00 0.000000000000000000e+00 7.949712243842584902e-01
5.498054781924523127e+00 0.000000000000000000e+00 7.651512870185387394e-01
5.507687214547374310e+00 0.000000000000000000e+00 7.316555811288518729e-01
5.521155465087772996e+00 0.000000000000000000e+00 6.952569102067115425e-01
5.537207137790923106e+00 0.000000000000000000e+00 6.565846903457632777e-01
5.554835484181573690e+00 0.000000000000000000e+00 6.159970135435951510e-01
5.573361746296716213e+00 0.000000000000000000e+00 5.735456393039382039e-01
5.592371662515082775e+00 0.000000000000000000e+00 5.290390259071221513e-01
5.611562881896763777e+00 0.000000000000000000e+00 4.821765635610788525e-01
5.630586840677188398e+00 0.000000000000000000e+00 4.327058452885450546e-01
5.648957428330096064e+00 0.000000000000000000e+00 3.805508098289424601e-01
5.666058170970392993e+00 0.000000000000000000e+00 3.258723244302371147e-01
5.681230477987772254e+00 0.000000000000000000e+00 2.690485490551727255e-01
5.693890614982775489e+00 0.000000000000000000e+00 2.105907160087629459e-01
5.703616979078366178e+00 0.000000000000000000e+00 1.510308864725377620e-01
5.710171953602277028e+00 0.000000000000000000e+00 9.082496184001068174e-02
5.713460479671906178e+00 0.000000000000000000e+00 3.030512151334209189e-02
5.713460479671906178e+00 0.000000000000000000e+00 -3.030512151334227577e-02
5.710171953602276140e+00 0.000000000000000000e+00 -9.082496184001088990e-02
5.703616979078366178e+00 0.000000000000000000e+00 -1.510308864725379285e-01
5.693890614982775489e+00 0.000000000000000000e+00 -2.105907160087627239e-01
5.681230477987772254e+00 0.000000000000000000e+00 -2.690485490551728365e-01
5.666058170970392993e+00 0.000000000000000000e+00 -3.258723244302370037e-01
5.648957428330096064e+00 0.000000000000000000e+00 -3.805508098289427932e-01
5.630586840677188398e+00 0.000000000000000000e+00 -4.327058452885448880e-01
5.611562881896762889e+00 0.000000000000000000e+00 -4.821765635610789635e-01
5.592371662515082775e+00 0.000000000000000000e+00 -5.290390259071219292e-01
5.573361746296716213e+00 0.000000000000000000e+00 -5.735456393039382039e-01
5.554835484181573690e+00 0.000000000000000000e+00 -6.159970135435950400e-01
5.537207137790923106e+00 0.000000000000000000e+00 -6.565846903457634998e-01
5.521155465087773884e+00 0.000000000000000000e+00 -6.952569102067114315e-01
5.507687214547375198e+00 0.000000000000000000e+00 -7.316555811288519839e-01
5.498054781924524015e+00 0.000000000000000000e+00 -7.651512870185385173e-01
5.493527781874923299e+00 0.000000000000000000e+00 -7.949712243842586012e-01
5.495081892079652697e+00 0.000000000000000000e+00 -8.203832649608331362e-01
5.503111632488182359e+00 0.000000000000000000e+00 -8.408791945328182305e-01
5.517276517276842540e+00 0.000000000000000000e+00 -8.562991371453634315e-01
5.536548459081329199e+00 0.000000000000000000e+00 -8.668581319225157067e-01
5.559457319627814975e+00 0.000000000000000000e+00 -8.730684264638086667e-01
5.584458855000731248e+00 0.000000000000000000e+00 -8.755857978433184696e-01
5.610304090957225931e+00 0.000000000000000000e+00 -8.750326418057714495e-01
5.636289563951459414e+00 0.000000000000000000e+00 -8.718558961924061101e-01
5.662313511569761815e+00 0.000000000000000000e+00 -8.662623657059190796e-01
5.688735347537829945e+00 0.000000000000000000e+00 -8.582437832486711216e-01
5.716105674949526261e+00 0.000000000000000000e+00 -8.476706122215876826e-01
5.744874621838052420e+00 0.000000000000000000e+00 -8.344098703470512746e-01
5.775183318601127880e+00 0.000000000000000000e+00 -8.184169658887539001e-01
5.806800980104370069e+00 0.000000000000000000e+00 -7.997661639072682904e-01
5.839208020591562409e+00 0.000000000000000000e+00 -7.786124167590279255e-01
5.871770197317697004e+00 0.000000000000000000e+00 -7.551071723712986516e-01
5.903921464854234635e+00 0.000000000000000000e+00 -7.293101514695217169e-01
5.935282139507258137e+00 0.000000000000000000e+00 -7.011401559502093983e-01
5.965676465044462695e+00 0.000000000000000000e+00 -6.703905718552598536e-01
5.995060865436997233e+00 0.000000000000000000e+00 -6.368068803914119780e-01
6.023410037279838924e+00 0.000000000000000000e+00 -6.001962459551427598e-01
6.050618665743090041e+00 0.000000000000000000e+00 -5.605246657343964101e-01
6.076460546618008607e+00 0.000000000000000000e+00 -5.179614490190411757e-01
6.100614759426501443e+00 0.000000000000000000e+00 -4.728521907046983608e-01
6.122736755533470188e+00 0.000000000000000000e+00 -4.256309197038421477e-01
6.142535199082606034e+00 0.000000000000000000e+00 -3.767072887604739906e-01
6.159819027810860881e+00 0.000000000000000000e+00 -3.263748751410056603e-01
6.174499011993707320e+00 0.000000000000000000e+00 -2.747775415484359218e-01
6.186552418255415020e+00 0.000000000000000000e+00 -2.219461910766142021e-01
6.195975719950109983e+00 0.000000000000000000e+00 -1.678885326898857111e-01
6.202751501143747070e+00 0.000000000000000000e+00 -1.126922199110422240e-01
6.206843085174300612e+00 0.000000000000000000e+00 -5.659634342970212145e-02
6.208212339909818134e+00 0.000000000000000000e+00 -2.200276803343514681e-16
