3.611482161958878269e-16 5.897997960674592477e+00 1.277777331837186559e-01
3.605431478976280634e-16 5.888116445470681803e+00 1.567288570365087397e-01
3.598475949169685036e-16 5.876757203260702056e+00 1.861699794506807282e-01
3.590639054508814848e-16 5.863958583011457115e+00 2.159736052727769251e-01
3.581963698487612591e-16 5.849790651445813339e+00 2.459934894566031260e-01
3.572502526360503941e-16 5.834339384788854055e+00 2.760765316840508299e-01
3.562306548457874578e-16 5.817688089232080806e+00 3.060764407504852902e-01
3.551416724114193837e-16 5.799903656444990396e+00 3.358624709980911338e-01
3.539861979009187878e-16 5.781033325647489285e+00 3.653196358743693861e-01
3.527664368101592444e-16 5.761113115320580569e+00 3.943414474552735527e-01
3.514848959791660060e-16 5.740183965268736976e+00 4.228199941312713039e-01
3.501453904402897688e-16 5.718308179698418314e+00 4.506392025563131232e-01
3.487536024195460871e-16 5.695578556402742798e+00 4.776750361160972957e-01
3.473169202247159073e-16 5.672115755604496989e+00 5.038023503030392147e-01
3.458436003337536953e-16 5.648054615821369140e+00 5.289042908659364883e-01
3.443415930513861129e-16 5.623524975382782287e+00 5.528784792806676895e-01
3.428175188022947927e-16 5.598634954028829824e+00 5.756356496463146399e-01
3.412762146511734849e-16 5.573463547020794273e+00 5.970902067408443425e-01
3.397210218034553839e-16 5.548065320384332644e+00 6.171464977500340510e-01
3.381546684326728910e-16 5.522484828574399707e+00 6.356872935286075332e-01
3.365803602366202314e-16 5.496774424608966036e+00 6.525706990513957528e-01
3.350026286400011766e-16 5.471008112269481138e+00 6.676385267488965658e-01
3.334276239523755702e-16 5.445286333733462492e+00 6.807345230859301877e-01
3.318628061371771826e-16 5.419730919449313511e+00 6.917268596991167362e-01
3.303162503435597178e-16 5.394473746610676024e+00 7.005277539208414339e-01
3.287959241161433624e-16 5.369644935095799099e+00 7.071045530875331719e-01
3.273092481755909071e-16 5.345365674469999995e+00 7.114802607569925552e-01
3.258630546594319109e-16 5.321747542006567855e+00 7.137254888547041043e-01
3.244638130902650290e-16 5.298896193027562873e+00 7.139463206945234619e-01
3.231178349470404719e-16 5.276914701806393104e+00 7.122725597325160196e-01
3.218311802409394492e-16 5.255902035836141906e+00 7.088486373290683318e-01
